state,district,date,sex,age,ethnicity,population
Sabah,Kota Kinabalu,1/1/2022,female,45-49,overall,11.8
Sabah,Kota Kinabalu,1/1/2022,female,50-54,overall,10
Sabah,Kota Kinabalu,1/1/2022,female,55-59,overall,8.6
Sabah,Kota Kinabalu,1/1/2022,female,60-64,overall,6.9
Sabah,Kota Kinabalu,1/1/2022,female,65-69,overall,7.3
Sabah,Kota Kinabalu,1/1/2022,female,70-74,overall,4.6
Sabah,Kota Kinabalu,1/1/2022,female,75-79,overall,2.8
Sabah,Kota Kinabalu,1/1/2022,female,80-84,overall,1.5
Sabah,Kota Kinabalu,1/1/2022,female,85+,overall,1.1
Sabah,Kota Kinabalu,1/1/2022,male,0-4,overall,18.7
Sabah,Kota Kinabalu,1/1/2022,male,5-9,overall,20.8
Sabah,Kota Kinabalu,1/1/2022,male,10-14,overall,21.9
Sabah,Kota Kinabalu,1/1/2022,male,15-19,overall,26.6
Sabah,Kota Kinabalu,1/1/2022,male,20-24,overall,25.7
Sabah,Kota Kinabalu,1/1/2022,male,25-29,overall,25.8
Sabah,Kota Kinabalu,1/1/2022,male,30-34,overall,23.2
Sabah,Kota Kinabalu,1/1/2022,male,35-39,overall,21.3
Sabah,Kota Kinabalu,1/1/2022,male,40-44,overall,16.3
Sabah,Kota Kinabalu,1/1/2022,male,45-49,overall,12.3
Sabah,Kota Kinabalu,1/1/2022,male,50-54,overall,10.6
Sabah,Kota Kinabalu,1/1/2022,male,55-59,overall,9.1
Sabah,Kota Kinabalu,1/1/2022,male,60-64,overall,7.7
Sabah,Kota Kinabalu,1/1/2022,male,65-69,overall,7.5
Sabah,Kota Kinabalu,1/1/2022,male,70-74,overall,4.4
Sabah,Kota Kinabalu,1/1/2022,male,75-79,overall,2.5
Sabah,Kota Kinabalu,1/1/2022,male,80-84,overall,1.2
Sabah,Kota Kinabalu,1/1/2022,male,85+,overall,1.2
Sabah,Kota Marudu,1/1/2022,female,0-4,overall,3.3
Sabah,Kota Marudu,1/1/2022,female,5-9,overall,3.1
Sabah,Kota Marudu,1/1/2022,female,10-14,overall,3.7
Sabah,Kota Marudu,1/1/2022,female,15-19,overall,3.3
Sabah,Kota Marudu,1/1/2022,female,20-24,overall,2.9
Sabah,Kota Marudu,1/1/2022,female,25-29,overall,3.1
Sabah,Kota Marudu,1/1/2022,female,30-34,overall,2.9
Sabah,Kota Marudu,1/1/2022,female,35-39,overall,2.7
Sabah,Kota Marudu,1/1/2022,female,40-44,overall,2.1
Sabah,Kota Marudu,1/1/2022,female,45-49,overall,1.6
Sabah,Kota Marudu,1/1/2022,female,50-54,overall,1.5
Sabah,Kota Marudu,1/1/2022,female,55-59,overall,1.2
Sabah,Kota Marudu,1/1/2022,female,60-64,overall,0.9
Sabah,Kota Marudu,1/1/2022,female,65-69,overall,0.9
Sabah,Kota Marudu,1/1/2022,female,70-74,overall,0.6
Sabah,Kota Marudu,1/1/2022,female,75-79,overall,0.4
Sabah,Kota Marudu,1/1/2022,female,80-84,overall,0.2
Sabah,Kota Marudu,1/1/2022,female,85+,overall,0.1
Sabah,Kota Marudu,1/1/2022,male,0-4,overall,3.7
Sabah,Kota Marudu,1/1/2022,male,5-9,overall,3.5
Sabah,Kota Marudu,1/1/2022,male,10-14,overall,3.8
Sabah,Kota Marudu,1/1/2022,male,15-19,overall,3.7
Sabah,Kota Marudu,1/1/2022,male,20-24,overall,3.2
Sabah,Kota Marudu,1/1/2022,male,25-29,overall,3.2
Sabah,Kota Marudu,1/1/2022,male,30-34,overall,2.7
Sabah,Kota Marudu,1/1/2022,male,35-39,overall,2.7
Sabah,Kota Marudu,1/1/2022,male,40-44,overall,2.1
Sabah,Kota Marudu,1/1/2022,male,45-49,overall,1.6
Sabah,Kota Marudu,1/1/2022,male,50-54,overall,1.4
Sabah,Kota Marudu,1/1/2022,male,55-59,overall,1.2
Sabah,Kota Marudu,1/1/2022,male,60-64,overall,1
Sabah,Kota Marudu,1/1/2022,male,65-69,overall,1.1
Sabah,Kota Marudu,1/1/2022,male,70-74,overall,0.7
Sabah,Kota Marudu,1/1/2022,male,75-79,overall,0.4
Sabah,Kota Marudu,1/1/2022,male,80-84,overall,0.2
Sabah,Kota Marudu,1/1/2022,male,85+,overall,0.2
Sabah,Kuala Penyu,1/1/2022,female,0-4,overall,0.9
Sabah,Kuala Penyu,1/1/2022,female,5-9,overall,1.1
Sabah,Kuala Penyu,1/1/2022,female,10-14,overall,1.2
Sabah,Kuala Penyu,1/1/2022,female,15-19,overall,1.3
Sabah,Kuala Penyu,1/1/2022,female,20-24,overall,1.2
Sabah,Kuala Penyu,1/1/2022,female,25-29,overall,0.9
Sabah,Kuala Penyu,1/1/2022,female,30-34,overall,1
Sabah,Kuala Penyu,1/1/2022,female,35-39,overall,1
Sabah,Kuala Penyu,1/1/2022,female,40-44,overall,0.8
Sabah,Kuala Penyu,1/1/2022,female,45-49,overall,0.5
Sabah,Kuala Penyu,1/1/2022,female,50-54,overall,0.4
Sabah,Kuala Penyu,1/1/2022,female,55-59,overall,0.4
Sabah,Kuala Penyu,1/1/2022,female,60-64,overall,0.3
Sabah,Kuala Penyu,1/1/2022,female,65-69,overall,0.3
Sabah,Kuala Penyu,1/1/2022,female,70-74,overall,0.2
Sabah,Kuala Penyu,1/1/2022,female,75-79,overall,0.1
Sabah,Kuala Penyu,1/1/2022,female,80-84,overall,0
Sabah,Kuala Penyu,1/1/2022,female,85+,overall,0
Sabah,Kuala Penyu,1/1/2022,male,0-4,overall,1
Sabah,Kuala Penyu,1/1/2022,male,5-9,overall,1.2
Sabah,Kuala Penyu,1/1/2022,male,10-14,overall,1.2
Sabah,Kuala Penyu,1/1/2022,male,15-19,overall,1.4
Sabah,Kuala Penyu,1/1/2022,male,20-24,overall,1.1
Sabah,Kuala Penyu,1/1/2022,male,25-29,overall,1.1
Sabah,Kuala Penyu,1/1/2022,male,30-34,overall,1
Sabah,Kuala Penyu,1/1/2022,male,35-39,overall,1
Sabah,Kuala Penyu,1/1/2022,male,40-44,overall,0.8
Sabah,Kuala Penyu,1/1/2022,male,45-49,overall,0.5
Sabah,Kuala Penyu,1/1/2022,male,50-54,overall,0.4
Sabah,Kuala Penyu,1/1/2022,male,55-59,overall,0.4
Sabah,Kuala Penyu,1/1/2022,male,60-64,overall,0.3
Sabah,Kuala Penyu,1/1/2022,male,65-69,overall,0.3
Sabah,Kuala Penyu,1/1/2022,male,70-74,overall,0.2
Sabah,Kuala Penyu,1/1/2022,male,75-79,overall,0.1
Sabah,Kuala Penyu,1/1/2022,male,80-84,overall,0
Sabah,Kuala Penyu,1/1/2022,male,85+,overall,0
Sabah,Kudat,1/1/2022,female,0-4,overall,3.5
Sabah,Kudat,1/1/2022,female,5-9,overall,3.6
Sabah,Kudat,1/1/2022,female,10-14,overall,4
Sabah,Kudat,1/1/2022,female,15-19,overall,4.2
Sabah,Kudat,1/1/2022,female,20-24,overall,4
Sabah,Kudat,1/1/2022,female,25-29,overall,4.2
Sabah,Kudat,1/1/2022,female,30-34,overall,3.8
Sabah,Kudat,1/1/2022,female,35-39,overall,3.5
Sabah,Kudat,1/1/2022,female,40-44,overall,2.7
Sabah,Kudat,1/1/2022,female,45-49,overall,2.1
Sabah,Kudat,1/1/2022,female,50-54,overall,1.8
Sabah,Kudat,1/1/2022,female,55-59,overall,1.5
Sabah,Kudat,1/1/2022,female,60-64,overall,1.2
Sabah,Kudat,1/1/2022,female,65-69,overall,1.2
Sabah,Kudat,1/1/2022,female,70-74,overall,0.8
Sabah,Kudat,1/1/2022,female,75-79,overall,0.4
Sabah,Kudat,1/1/2022,female,80-84,overall,0.2
Sabah,Kudat,1/1/2022,female,85+,overall,0.2
Sabah,Kudat,1/1/2022,male,0-4,overall,3.8
Sabah,Kudat,1/1/2022,male,5-9,overall,3.8
Sabah,Kudat,1/1/2022,male,10-14,overall,4.1
Sabah,Kudat,1/1/2022,male,15-19,overall,4.6
Sabah,Kudat,1/1/2022,male,20-24,overall,4.2
Sabah,Kudat,1/1/2022,male,25-29,overall,4.3
Sabah,Kudat,1/1/2022,male,30-34,overall,3.7
Sabah,Kudat,1/1/2022,male,35-39,overall,3.5
Sabah,Kudat,1/1/2022,male,40-44,overall,2.7
Sabah,Kudat,1/1/2022,male,45-49,overall,2
Sabah,Kudat,1/1/2022,male,50-54,overall,1.8
Sabah,Kudat,1/1/2022,male,55-59,overall,1.5
Sabah,Kudat,1/1/2022,male,60-64,overall,1.3
Sabah,Kudat,1/1/2022,male,65-69,overall,1.3
Sabah,Kudat,1/1/2022,male,70-74,overall,0.8
Sabah,Kudat,1/1/2022,male,75-79,overall,0.4
Sabah,Kudat,1/1/2022,male,80-84,overall,0.2
Sabah,Kudat,1/1/2022,male,85+,overall,0.2
Sabah,Kunak,1/1/2022,female,0-4,overall,2.8
Sabah,Kunak,1/1/2022,female,5-9,overall,2.6
Sabah,Kunak,1/1/2022,female,10-14,overall,2.4
Sabah,Kunak,1/1/2022,female,15-19,overall,3.2
Sabah,Kunak,1/1/2022,female,20-24,overall,3.7
Sabah,Kunak,1/1/2022,female,25-29,overall,4
Sabah,Kunak,1/1/2022,female,30-34,overall,2.9
Sabah,Kunak,1/1/2022,female,35-39,overall,2.5
Sabah,Kunak,1/1/2022,female,40-44,overall,1.9
Sabah,Kunak,1/1/2022,female,45-49,overall,1.3
Sabah,Kunak,1/1/2022,female,50-54,overall,1.1
Sabah,Kunak,1/1/2022,female,55-59,overall,0.8
Sabah,Kunak,1/1/2022,female,60-64,overall,0.6
Sabah,Kunak,1/1/2022,female,65-69,overall,0.7
Sabah,Kunak,1/1/2022,female,70-74,overall,0.3
Sabah,Kunak,1/1/2022,female,75-79,overall,0.2
Sabah,Kunak,1/1/2022,female,80-84,overall,0.1
Sabah,Kunak,1/1/2022,female,85+,overall,0.1
Sabah,Kunak,1/1/2022,male,0-4,overall,2.8
Sabah,Kunak,1/1/2022,male,5-9,overall,2.6
Sabah,Kunak,1/1/2022,male,10-14,overall,2.3
Sabah,Kunak,1/1/2022,male,15-19,overall,4
Sabah,Kunak,1/1/2022,male,20-24,overall,4.5
Sabah,Kunak,1/1/2022,male,25-29,overall,5
Sabah,Kunak,1/1/2022,male,30-34,overall,3.7
Sabah,Kunak,1/1/2022,male,35-39,overall,3.2
Sabah,Kunak,1/1/2022,male,40-44,overall,2.3
Sabah,Kunak,1/1/2022,male,45-49,overall,1.7
Sabah,Kunak,1/1/2022,male,50-54,overall,1.3
Sabah,Kunak,1/1/2022,male,55-59,overall,0.9
Sabah,Kunak,1/1/2022,male,60-64,overall,0.7
Sabah,Kunak,1/1/2022,male,65-69,overall,0.7
Sabah,Kunak,1/1/2022,male,70-74,overall,0.4
Sabah,Kunak,1/1/2022,male,75-79,overall,0.2
Sabah,Kunak,1/1/2022,male,80-84,overall,0.1
Sabah,Kunak,1/1/2022,male,85+,overall,0.1
Sabah,Lahad Datu,1/1/2022,female,0-4,overall,8.7
Sabah,Lahad Datu,1/1/2022,female,5-9,overall,8.9
Sabah,Lahad Datu,1/1/2022,female,10-14,overall,8.8
Sabah,Lahad Datu,1/1/2022,female,15-19,overall,10.7
Sabah,Lahad Datu,1/1/2022,female,20-24,overall,11.7
Sabah,Lahad Datu,1/1/2022,female,25-29,overall,12.3
Sabah,Lahad Datu,1/1/2022,female,30-34,overall,9.7
Sabah,Lahad Datu,1/1/2022,female,35-39,overall,8.7
Sabah,Lahad Datu,1/1/2022,female,40-44,overall,6.5
Sabah,Lahad Datu,1/1/2022,female,45-49,overall,4.8
Sabah,Lahad Datu,1/1/2022,female,50-54,overall,3.9
Sabah,Lahad Datu,1/1/2022,female,55-59,overall,3.2
Sabah,Lahad Datu,1/1/2022,female,60-64,overall,2.5
Sabah,Lahad Datu,1/1/2022,female,65-69,overall,2.7
Sabah,Lahad Datu,1/1/2022,female,70-74,overall,1.4
Sabah,Lahad Datu,1/1/2022,female,75-79,overall,0.9
Sabah,Lahad Datu,1/1/2022,female,80-84,overall,0.5
Sabah,Lahad Datu,1/1/2022,female,85+,overall,0.5
Sabah,Lahad Datu,1/1/2022,male,0-4,overall,9
Sabah,Lahad Datu,1/1/2022,male,5-9,overall,9.1
Sabah,Lahad Datu,1/1/2022,male,10-14,overall,8.7
Sabah,Lahad Datu,1/1/2022,male,15-19,overall,12.9
Sabah,Lahad Datu,1/1/2022,male,20-24,overall,13.8
Sabah,Lahad Datu,1/1/2022,male,25-29,overall,14.7
Sabah,Lahad Datu,1/1/2022,male,30-34,overall,11.6
Sabah,Lahad Datu,1/1/2022,male,35-39,overall,10.2
Sabah,Lahad Datu,1/1/2022,male,40-44,overall,7.7
Sabah,Lahad Datu,1/1/2022,male,45-49,overall,5.6
Sabah,Lahad Datu,1/1/2022,male,50-54,overall,4.6
Sabah,Lahad Datu,1/1/2022,male,55-59,overall,3.6
Sabah,Lahad Datu,1/1/2022,male,60-64,overall,3
Sabah,Lahad Datu,1/1/2022,male,65-69,overall,2.8
Sabah,Lahad Datu,1/1/2022,male,70-74,overall,1.5
Sabah,Lahad Datu,1/1/2022,male,75-79,overall,0.8
Sabah,Lahad Datu,1/1/2022,male,80-84,overall,0.5
Sabah,Lahad Datu,1/1/2022,male,85+,overall,0.5
Sabah,Nabawan,1/1/2022,female,0-4,overall,1.4
Sabah,Nabawan,1/1/2022,female,5-9,overall,1.2
Sabah,Nabawan,1/1/2022,female,10-14,overall,1.4
Sabah,Nabawan,1/1/2022,female,15-19,overall,1.3
Sabah,Nabawan,1/1/2022,female,20-24,overall,1.2
Sabah,Nabawan,1/1/2022,female,25-29,overall,1.3
Sabah,Nabawan,1/1/2022,female,30-34,overall,1.2
Sabah,Nabawan,1/1/2022,female,35-39,overall,1.1
Sabah,Nabawan,1/1/2022,female,40-44,overall,0.8
Sabah,Nabawan,1/1/2022,female,45-49,overall,0.6
Sabah,Nabawan,1/1/2022,female,50-54,overall,0.6
Sabah,Nabawan,1/1/2022,female,55-59,overall,0.5
Sabah,Nabawan,1/1/2022,female,60-64,overall,0.4
Sabah,Nabawan,1/1/2022,female,65-69,overall,0.3
Sabah,Nabawan,1/1/2022,female,70-74,overall,0.2
Sabah,Nabawan,1/1/2022,female,75-79,overall,0.2
Sabah,Nabawan,1/1/2022,female,80-84,overall,0.1
Sabah,Nabawan,1/1/2022,female,85+,overall,0
Sabah,Nabawan,1/1/2022,male,0-4,overall,1.6
Sabah,Nabawan,1/1/2022,male,5-9,overall,1.5
Sabah,Nabawan,1/1/2022,male,10-14,overall,1.6
Sabah,Nabawan,1/1/2022,male,15-19,overall,1.6
Sabah,Nabawan,1/1/2022,male,20-24,overall,1.4
Sabah,Nabawan,1/1/2022,male,25-29,overall,1.4
Sabah,Nabawan,1/1/2022,male,30-34,overall,1.2
Sabah,Nabawan,1/1/2022,male,35-39,overall,1.2
Sabah,Nabawan,1/1/2022,male,40-44,overall,0.9
Sabah,Nabawan,1/1/2022,male,45-49,overall,0.7
Sabah,Nabawan,1/1/2022,male,50-54,overall,0.6
Sabah,Nabawan,1/1/2022,male,55-59,overall,0.5
Sabah,Nabawan,1/1/2022,male,60-64,overall,0.4
Sabah,Nabawan,1/1/2022,male,65-69,overall,0.4
Sabah,Nabawan,1/1/2022,male,70-74,overall,0.2
Sabah,Nabawan,1/1/2022,male,75-79,overall,0.2
Sabah,Nabawan,1/1/2022,male,80-84,overall,0.1
Sabah,Nabawan,1/1/2022,male,85+,overall,0.1
Sabah,Papar,1/1/2022,female,0-4,overall,7
Sabah,Papar,1/1/2022,female,5-9,overall,7.8
Sabah,Papar,1/1/2022,female,10-14,overall,8.4
Sabah,Papar,1/1/2022,female,15-19,overall,7.5
Sabah,Papar,1/1/2022,female,20-24,overall,6.2
Sabah,Papar,1/1/2022,female,25-29,overall,5.8
Sabah,Papar,1/1/2022,female,30-34,overall,5.8
Sabah,Papar,1/1/2022,female,35-39,overall,5.5
Sabah,Papar,1/1/2022,female,40-44,overall,4.1
Sabah,Papar,1/1/2022,female,45-49,overall,3.1
Sabah,Papar,1/1/2022,female,50-54,overall,2.6
Sabah,Papar,1/1/2022,female,55-59,overall,2.1
Sabah,Papar,1/1/2022,female,60-64,overall,1.7
Sabah,Papar,1/1/2022,female,65-69,overall,1.7
Sabah,Papar,1/1/2022,female,70-74,overall,1.1
Sabah,Papar,1/1/2022,female,75-79,overall,0.7
Sabah,Papar,1/1/2022,female,80-84,overall,0.3
Sabah,Papar,1/1/2022,female,85+,overall,0.2
Sabah,Papar,1/1/2022,male,0-4,overall,7.8
Sabah,Papar,1/1/2022,male,5-9,overall,8.7
Sabah,Papar,1/1/2022,male,10-14,overall,8.8
Sabah,Papar,1/1/2022,male,15-19,overall,9.3
Sabah,Papar,1/1/2022,male,20-24,overall,7.7
Sabah,Papar,1/1/2022,male,25-29,overall,6.7
Sabah,Papar,1/1/2022,male,30-34,overall,6.5
Sabah,Papar,1/1/2022,male,35-39,overall,6.3
Sabah,Papar,1/1/2022,male,40-44,overall,4.8
Sabah,Papar,1/1/2022,male,45-49,overall,3.5
Sabah,Papar,1/1/2022,male,50-54,overall,3.1
Sabah,Papar,1/1/2022,male,55-59,overall,2.6
Sabah,Papar,1/1/2022,male,60-64,overall,2
Sabah,Papar,1/1/2022,male,65-69,overall,1.6
Sabah,Papar,1/1/2022,male,70-74,overall,0.9
Sabah,Papar,1/1/2022,male,75-79,overall,0.5
Sabah,Papar,1/1/2022,male,80-84,overall,0.2
Sabah,Papar,1/1/2022,male,85+,overall,0.2
Sabah,Penampang,1/1/2022,female,0-4,overall,5.3
Sabah,Penampang,1/1/2022,female,5-9,overall,6.4
Sabah,Penampang,1/1/2022,female,10-14,overall,7.5
Sabah,Penampang,1/1/2022,female,15-19,overall,7.2
Sabah,Penampang,1/1/2022,female,20-24,overall,6.8
Sabah,Penampang,1/1/2022,female,25-29,overall,7.1
Sabah,Penampang,1/1/2022,female,30-34,overall,6.8
Sabah,Penampang,1/1/2022,female,35-39,overall,6.4
Sabah,Penampang,1/1/2022,female,40-44,overall,5
Sabah,Penampang,1/1/2022,female,45-49,overall,3.9
Sabah,Penampang,1/1/2022,female,50-54,overall,3.4
Sabah,Penampang,1/1/2022,female,55-59,overall,2.9
Sabah,Penampang,1/1/2022,female,60-64,overall,2.4
Sabah,Penampang,1/1/2022,female,65-69,overall,2.5
Sabah,Penampang,1/1/2022,female,70-74,overall,1.6
Sabah,Penampang,1/1/2022,female,75-79,overall,1
Sabah,Penampang,1/1/2022,female,80-84,overall,0.5
Sabah,Penampang,1/1/2022,female,85+,overall,0.3
Sabah,Penampang,1/1/2022,male,0-4,overall,5.6
Sabah,Penampang,1/1/2022,male,5-9,overall,6.7
Sabah,Penampang,1/1/2022,male,10-14,overall,7.5
Sabah,Penampang,1/1/2022,male,15-19,overall,8.9
Sabah,Penampang,1/1/2022,male,20-24,overall,8.5
Sabah,Penampang,1/1/2022,male,25-29,overall,8.6
Sabah,Penampang,1/1/2022,male,30-34,overall,7.5
Sabah,Penampang,1/1/2022,male,35-39,overall,7.1
Sabah,Penampang,1/1/2022,male,40-44,overall,5.6
Sabah,Penampang,1/1/2022,male,45-49,overall,4.2
Sabah,Penampang,1/1/2022,male,50-54,overall,3.7
Sabah,Penampang,1/1/2022,male,55-59,overall,3.2
Sabah,Penampang,1/1/2022,male,60-64,overall,2.8
Sabah,Penampang,1/1/2022,male,65-69,overall,2.6
Sabah,Penampang,1/1/2022,male,70-74,overall,1.6
Sabah,Penampang,1/1/2022,male,75-79,overall,0.9
Sabah,Penampang,1/1/2022,male,80-84,overall,0.5
Sabah,Penampang,1/1/2022,male,85+,overall,0.4
Sabah,Pitas,1/1/2022,female,0-4,overall,1.7
Sabah,Pitas,1/1/2022,female,5-9,overall,1.6
Sabah,Pitas,1/1/2022,female,10-14,overall,1.8
Sabah,Pitas,1/1/2022,female,15-19,overall,1.7
Sabah,Pitas,1/1/2022,female,20-24,overall,1.6
Sabah,Pitas,1/1/2022,female,25-29,overall,1.7
Sabah,Pitas,1/1/2022,female,30-34,overall,1.5
Sabah,Pitas,1/1/2022,female,35-39,overall,1.4
Sabah,Pitas,1/1/2022,female,40-44,overall,1.1
Sabah,Pitas,1/1/2022,female,45-49,overall,0.9
Sabah,Pitas,1/1/2022,female,50-54,overall,0.7
Sabah,Pitas,1/1/2022,female,55-59,overall,0.6
Sabah,Pitas,1/1/2022,female,60-64,overall,0.5
Sabah,Pitas,1/1/2022,female,65-69,overall,0.5
Sabah,Pitas,1/1/2022,female,70-74,overall,0.3
Sabah,Pitas,1/1/2022,female,75-79,overall,0.2
Sabah,Pitas,1/1/2022,female,80-84,overall,0.1
Sabah,Pitas,1/1/2022,female,85+,overall,0.1
Sabah,Pitas,1/1/2022,male,0-4,overall,1.8
Sabah,Pitas,1/1/2022,male,5-9,overall,1.7
Sabah,Pitas,1/1/2022,male,10-14,overall,1.8
Sabah,Pitas,1/1/2022,male,15-19,overall,1.9
Sabah,Pitas,1/1/2022,male,20-24,overall,1.8
Sabah,Pitas,1/1/2022,male,25-29,overall,1.8
Sabah,Pitas,1/1/2022,male,30-34,overall,1.6
Sabah,Pitas,1/1/2022,male,35-39,overall,1.5
Sabah,Pitas,1/1/2022,male,40-44,overall,1.2
Sabah,Pitas,1/1/2022,male,45-49,overall,0.9
Sabah,Pitas,1/1/2022,male,50-54,overall,0.8
Sabah,Pitas,1/1/2022,male,55-59,overall,0.7
Sabah,Pitas,1/1/2022,male,60-64,overall,0.5
Sabah,Pitas,1/1/2022,male,65-69,overall,0.6
Sabah,Pitas,1/1/2022,male,70-74,overall,0.3
Sabah,Pitas,1/1/2022,male,75-79,overall,0.2
Sabah,Pitas,1/1/2022,male,80-84,overall,0.1
Sabah,Pitas,1/1/2022,male,85+,overall,0.1
Sabah,Putatan,1/1/2022,female,0-4,overall,2.8
Sabah,Putatan,1/1/2022,female,5-9,overall,3.5
Sabah,Putatan,1/1/2022,female,10-14,overall,3.9
Sabah,Putatan,1/1/2022,female,15-19,overall,3.5
Sabah,Putatan,1/1/2022,female,20-24,overall,2.8
Sabah,Putatan,1/1/2022,female,25-29,overall,2.9
Sabah,Putatan,1/1/2022,female,30-34,overall,2.8
Sabah,Putatan,1/1/2022,female,35-39,overall,2.6
Sabah,Putatan,1/1/2022,female,40-44,overall,2
Sabah,Putatan,1/1/2022,female,45-49,overall,1.5
Sabah,Putatan,1/1/2022,female,50-54,overall,1.3
Sabah,Putatan,1/1/2022,female,55-59,overall,1.1
Sabah,Putatan,1/1/2022,female,60-64,overall,0.9
Sabah,Putatan,1/1/2022,female,65-69,overall,0.8
Sabah,Putatan,1/1/2022,female,70-74,overall,0.3
Sabah,Putatan,1/1/2022,female,75-79,overall,0.1
Sabah,Putatan,1/1/2022,female,80-84,overall,0.1
Sabah,Putatan,1/1/2022,female,85+,overall,0.1
Sabah,Putatan,1/1/2022,male,0-4,overall,3.2
Sabah,Putatan,1/1/2022,male,5-9,overall,4.2
Sabah,Putatan,1/1/2022,male,10-14,overall,4.4
Sabah,Putatan,1/1/2022,male,15-19,overall,4.2
Sabah,Putatan,1/1/2022,male,20-24,overall,3.3
Sabah,Putatan,1/1/2022,male,25-29,overall,2.9
Sabah,Putatan,1/1/2022,male,30-34,overall,2.7
Sabah,Putatan,1/1/2022,male,35-39,overall,2.6
Sabah,Putatan,1/1/2022,male,40-44,overall,2.1
Sabah,Putatan,1/1/2022,male,45-49,overall,1.5
Sabah,Putatan,1/1/2022,male,50-54,overall,1.3
Sabah,Putatan,1/1/2022,male,55-59,overall,1.1
Sabah,Putatan,1/1/2022,male,60-64,overall,1
Sabah,Putatan,1/1/2022,male,65-69,overall,0.8
Sabah,Putatan,1/1/2022,male,70-74,overall,0.4
Sabah,Putatan,1/1/2022,male,75-79,overall,0.1
Sabah,Putatan,1/1/2022,male,80-84,overall,0.1
Sabah,Putatan,1/1/2022,male,85+,overall,0.1
Sabah,Ranau,1/1/2022,female,0-4,overall,3.8
Sabah,Ranau,1/1/2022,female,5-9,overall,3.9
Sabah,Ranau,1/1/2022,female,10-14,overall,4.4
Sabah,Ranau,1/1/2022,female,15-19,overall,4.1
Sabah,Ranau,1/1/2022,female,20-24,overall,3.6
Sabah,Ranau,1/1/2022,female,25-29,overall,3.7
Sabah,Ranau,1/1/2022,female,30-34,overall,3.5
Sabah,Ranau,1/1/2022,female,35-39,overall,3.3
Sabah,Ranau,1/1/2022,female,40-44,overall,2.5
Sabah,Ranau,1/1/2022,female,45-49,overall,1.9
Sabah,Ranau,1/1/2022,female,50-54,overall,1.6
Sabah,Ranau,1/1/2022,female,55-59,overall,1.4
Sabah,Ranau,1/1/2022,female,60-64,overall,1.1
Sabah,Ranau,1/1/2022,female,65-69,overall,1.2
Sabah,Ranau,1/1/2022,female,70-74,overall,0.8
Sabah,Ranau,1/1/2022,female,75-79,overall,0.5
Sabah,Ranau,1/1/2022,female,80-84,overall,0.3
Sabah,Ranau,1/1/2022,female,85+,overall,0.2
Sabah,Ranau,1/1/2022,male,0-4,overall,4.2
Sabah,Ranau,1/1/2022,male,5-9,overall,4.5
Sabah,Ranau,1/1/2022,male,10-14,overall,4.8
Sabah,Ranau,1/1/2022,male,15-19,overall,4.7
Sabah,Ranau,1/1/2022,male,20-24,overall,3.9
Sabah,Ranau,1/1/2022,male,25-29,overall,3.8
Sabah,Ranau,1/1/2022,male,30-34,overall,3.4
Sabah,Ranau,1/1/2022,male,35-39,overall,3.3
Sabah,Ranau,1/1/2022,male,40-44,overall,2.5
Sabah,Ranau,1/1/2022,male,45-49,overall,1.9
Sabah,Ranau,1/1/2022,male,50-54,overall,1.7
Sabah,Ranau,1/1/2022,male,55-59,overall,1.4
Sabah,Ranau,1/1/2022,male,60-64,overall,1.1
Sabah,Ranau,1/1/2022,male,65-69,overall,1.3
Sabah,Ranau,1/1/2022,male,70-74,overall,1
Sabah,Ranau,1/1/2022,male,75-79,overall,0.5
Sabah,Ranau,1/1/2022,male,80-84,overall,0.3
Sabah,Ranau,1/1/2022,male,85+,overall,0.3
Sabah,Sandakan,1/1/2022,female,0-4,overall,15.1
Sabah,Sandakan,1/1/2022,female,5-9,overall,16
Sabah,Sandakan,1/1/2022,female,10-14,overall,16.6
Sabah,Sandakan,1/1/2022,female,15-19,overall,21.6
Sabah,Sandakan,1/1/2022,female,20-24,overall,23.4
Sabah,Sandakan,1/1/2022,female,25-29,overall,24.3
Sabah,Sandakan,1/1/2022,female,30-34,overall,19.6
Sabah,Sandakan,1/1/2022,female,35-39,overall,17.8
Sabah,Sandakan,1/1/2022,female,40-44,overall,13.4
Sabah,Sandakan,1/1/2022,female,45-49,overall,9.9
Sabah,Sandakan,1/1/2022,female,50-54,overall,8
Sabah,Sandakan,1/1/2022,female,55-59,overall,6.7
Sabah,Sandakan,1/1/2022,female,60-64,overall,5.2
Sabah,Sandakan,1/1/2022,female,65-69,overall,5.8
Sabah,Sandakan,1/1/2022,female,70-74,overall,3.3
Sabah,Sandakan,1/1/2022,female,75-79,overall,2
Sabah,Sandakan,1/1/2022,female,80-84,overall,1.1
Sabah,Sandakan,1/1/2022,female,85+,overall,1
Sabah,Sandakan,1/1/2022,male,0-4,overall,16.5
Sabah,Sandakan,1/1/2022,male,5-9,overall,17.4
Sabah,Sandakan,1/1/2022,male,10-14,overall,17
Sabah,Sandakan,1/1/2022,male,15-19,overall,23.7
Sabah,Sandakan,1/1/2022,male,20-24,overall,24.6
Sabah,Sandakan,1/1/2022,male,25-29,overall,25
Sabah,Sandakan,1/1/2022,male,30-34,overall,20.8
Sabah,Sandakan,1/1/2022,male,35-39,overall,19
Sabah,Sandakan,1/1/2022,male,40-44,overall,14.5
Sabah,Sandakan,1/1/2022,male,45-49,overall,10.6
